OrderedAtDate ,CategoryGroup,Product,Category,Quantity,Unit Price,shippingStatus,DeliveryDate,CustomerType,OrderChannel,Sales
12/10/20 12:10,Breakfast & Snacks,Nestle Milo,Chocolate Beverage,20.0,9120.0,delivered,12/11/20 17:58,General Trade,Mobile App,182400.0
12/10/20 15:13,Breakfast & Snacks,Dano Cool Cow,Milk,3.0,19170.0,delivered,12/11/20 17:58,General Trade,Mobile App,57510.0
12/10/20 17:49,Breakfast & Snacks,Dano Cool Cow,Milk,3.0,6750.0,delivered,12/12/20 8:25,General Trade,Whatsapp,20250.0
12/10/20 17:49,Breakfast & Snacks,Nestle Golden Morn,Cereal,1.0,7450.0,delivered,12/12/20 8:25,General Trade,Whatsapp,7450.0
12/10/20 17:49,Breakfast & Snacks,Nestle Milo,Chocolate Beverage,2.0,9120.0,delivered,12/12/20 8:25,General Trade,Whatsapp,18240.0
12/11/20 17:55,Breakfast & Snacks,Nestle Milo,Chocolate Beverage,3.0,11200.0,delivered,12/12/20 10:23,General Trade,Mobile App,33600.0
12/11/20 17:55,Breakfast & Snacks,Nestle Milo,Chocolate Beverage,1.0,9350.0,delivered,12/12/20 10:23,General Trade,Mobile App,9350.0
12/11/20 13:58,Breakfast & Snacks,Peak Milk,Milk,1.0,12400.0,delivered,12/12/20 11:51,Wholesale,Whatsapp,12400.0
12/11/20 13:58,Breakfast & Snacks,Dano Cool Cow,Milk,10.0,6750.0,delivered,12/12/20 11:51,Wholesale,Whatsapp,67500.0
12/11/20 10:26,Breakfast & Snacks,Three Crowns Milk,Milk,1.0,3750.0,delivered,12/12/20 12:01,General Trade,Mobile App,3750.0
12/11/20 10:26,Breakfast & Snacks,Peak Milk,Milk,1.0,3750.0,delivered,12/12/20 12:01,General Trade,Mobile App,3750.0
12/11/20 10:26,Breakfast & Snacks,Nestle Golden Morn,Cereal,0.25,7050.0,delivered,12/12/20 12:01,General Trade,Mobile App,1762.5
12/11/20 10:40,Breakfast & Snacks,Dano Cool Cow,Milk,2.0,8500.0,delivered,12/12/20 12:17,Wholesale,Whatsapp,17000.0
12/11/20 10:40,Breakfast & Snacks,Nestle Milo,Chocolate Beverage,1.0,10050.0,delivered,12/12/20 12:17,Wholesale,Whatsapp,10050.0
12/11/20 10:40,Breakfast & Snacks,Nestle Golden Morn,Cereal,2.0,7450.0,delivered,12/12/20 12:17,Wholesale,Whatsapp,14900.0
12/11/20 17:54,Breakfast & Snacks,Bournvita,Chocolate Beverage,1.0,9050.0,delivered,12/12/20 12:18,General Trade,Whatsapp,9050.0
12/11/20 17:54,Breakfast & Snacks,Dano Cool Cow,Milk,1.0,6750.0,delivered,12/12/20 12:18,General Trade,Whatsapp,6750.0
12/11/20 17:54,Breakfast & Snacks,Nestle Milo,Chocolate Beverage,2.0,9150.0,delivered,12/12/20 12:18,General Trade,Whatsapp,18300.0
12/11/20 17:54,Breakfast & Snacks,Nestle Milo,Chocolate Beverage,3.0,11200.0,delivered,12/12/20 12:54,Modern Trade,Whatsapp,33600.0
12/11/20 17:54,Breakfast & Snacks,Dangote Sugar,Sugar,2.0,4200.0,delivered,12/12/20 12:54,Modern Trade,Whatsapp,8400.0
12/11/20 16:44,Breakfast & Snacks,Dangote Sugar,Sugar,2.0,4200.0,delivered,12/12/20 13:11,General Trade,Whatsapp,8400.0
12/11/20 16:44,Breakfast & Snacks,Dangote Sugar,Sugar,1.0,4200.0,delivered,12/12/20 13:11,General Trade,Whatsapp,4200.0
12/11/20 16:44,Breakfast & Snacks,Nasco Cornflakes,Cereal,1.0,2000.0,delivered,12/12/20 13:11,General Trade,Whatsapp,2000.0
12/11/20 13:19,Breakfast & Snacks,Dano Cool Cow,Milk,1.0,6750.0,delivered,12/12/20 13:40,General Trade,Whatsapp,6750.0
12/11/20 13:19,Breakfast & Snacks,Peak Milk,Milk,1.0,12400.0,delivered,12/12/20 13:40,General Trade,Whatsapp,12400.0
12/11/20 11:01,Breakfast & Snacks,Dano Cool Cow,Milk,1.0,6750.0,delivered,12/12/20 13:52,General Trade,Mobile App,6750.0
12/11/20 11:01,Breakfast & Snacks,Dano Cool Cow,Milk,0.5,8500.0,delivered,12/12/20 13:52,General Trade,Mobile App,4250.0
12/11/20 11:01,Breakfast & Snacks,Bournvita,Chocolate Beverage,0.5,9050.0,delivered,12/12/20 13:52,General Trade,Mobile App,4525.0
12/11/20 11:01,Breakfast & Snacks,Bournvita,Chocolate Beverage,0.5,11150.0,delivered,12/12/20 13:52,General Trade,Mobile App,5575.0
12/11/20 11:01,Breakfast & Snacks,Nestle Golden Morn,Cereal,1.0,7050.0,delivered,12/12/20 13:52,General Trade,Mobile App,7050.0
12/11/20 17:46,Breakfast & Snacks,Nestle Milo,Chocolate Beverage,2.0,9150.0,delivered,12/12/20 15:10,General Trade,Whatsapp,18300.0
12/11/20 17:46,Breakfast & Snacks,Nestle Golden Morn,Cereal,1.0,7050.0,delivered,12/12/20 15:10,General Trade,Whatsapp,7050.0
12/11/20 17:46,Breakfast & Snacks,Infinity  Cornflakes,Cereal,2.0,1550.0,delivered,12/12/20 15:10,General Trade,Whatsapp,3100.0
12/11/20 13:47,Breakfast & Snacks,Nestle Golden Morn,Cereal,10.0,7050.0,delivered,12/12/20 16:15,General Trade,Whatsapp,70500.0
12/11/20 12:15,Breakfast & Snacks,Nestle Milo,Chocolate Beverage,2.0,11200.0,delivered,12/12/20 16:29,General Trade,Mobile App,22400.0
12/11/20 12:15,Breakfast & Snacks,Dano Cool Cow,Milk,2.0,8500.0,delivered,12/12/20 16:29,General Trade,Mobile App,17000.0
12/11/20 13:49,Breakfast & Snacks,Nestle Golden Morn,Cereal,15.0,7050.0,delivered,12/12/20 18:33,General Trade,Whatsapp,105750.0
12/11/20 15:32,Breakfast & Snacks,Bournvita,Chocolate Beverage,5.0,9050.0,delivered,12/12/20 18:33,General Trade,Whatsapp,45250.0
12/11/20 17:44,Breakfast & Snacks,Nestle Golden Morn,Cereal,10.0,7050.0,delivered,12/12/20 18:33,General Trade,Whatsapp,70500.0
12/11/20 17:44,Breakfast & Snacks,Hollandia Evap. Milk,Yoghurt,5.0,4200.0,delivered,12/12/20 18:33,General Trade,Whatsapp,21000.0
12/11/20 14:48,Breakfast & Snacks,MistaChoco 15g,Spreads,1.0,1500.0,delivered,12/12/20 19:30,General Trade,Whatsapp,1500.0
12/11/20 14:48,Breakfast & Snacks,MistaChoco 15g,Spreads,1.0,1.0,delivered,12/12/20 19:30,General Trade,Whatsapp,1.0
12/11/20 17:57,Breakfast & Snacks,Nestle Milo,Chocolate Beverage,1.0,11200.0,delivered,12/12/20 19:54,General Trade,Whatsapp,11200.0
12/11/20 17:57,Breakfast & Snacks,Peak Milk,Milk,1.0,14700.0,delivered,12/12/20 19:54,General Trade,Whatsapp,14700.0
12/11/20 17:57,Breakfast & Snacks,Dano Cool Cow,Milk,0.5,19170.0,delivered,12/12/20 19:54,General Trade,Whatsapp,9585.0
12/11/20 17:57,Breakfast & Snacks,Dano Cool Cow,Milk,1.0,8500.0,delivered,12/12/20 19:54,General Trade,Whatsapp,8500.0
12/11/20 17:57,Breakfast & Snacks,Dano Cool Cow,Milk,1.0,6750.0,delivered,12/12/20 19:54,General Trade,Whatsapp,6750.0
12/11/20 17:57,Breakfast & Snacks,Dano Full Cream,Milk,0.5,23680.0,delivered,12/12/20 19:54,General Trade,Whatsapp,11840.0
12/11/20 14:26,Breakfast & Snacks,Peak Milk,Milk,2.0,9100.0,delivered,12/12/20 21:08,General Trade,Whatsapp,18200.0
12/13/20 17:29,Breakfast & Snacks,Cowbell Milk,Milk,1.0,7800.0,delivered,12/14/20 9:22,General Trade,Whatsapp,7800.0
12/13/20 17:29,Breakfast & Snacks,Nestle Milo,Chocolate Beverage,1.0,9150.0,delivered,12/14/20 9:22,General Trade,Whatsapp,9150.0
12/13/20 17:29,Breakfast & Snacks,Peak Milk,Milk,1.0,10650.0,delivered,12/14/20 9:22,General Trade,Whatsapp,10650.0
12/13/20 17:29,Breakfast & Snacks,Three Crowns Milk,Milk,1.0,3750.0,delivered,12/14/20 9:22,General Trade,Whatsapp,3750.0
12/12/20 12:42,Breakfast & Snacks,Cowbell Milk,Milk,1.0,8500.0,delivered,12/14/20 10:24,Wholesale,Whatsapp,8500.0
12/12/20 12:42,Breakfast & Snacks,Cowbell Milk,Milk,1.0,7800.0,delivered,12/14/20 10:24,Wholesale,Whatsapp,7800.0
12/12/20 12:42,Breakfast & Snacks,Three Crowns Milk,Milk,3.0,3750.0,delivered,12/14/20 10:24,Wholesale,Whatsapp,11250.0
12/12/20 12:42,Breakfast & Snacks,MistaChoco 15g,Spreads,1.0,1.0,delivered,12/14/20 10:24,Wholesale,Whatsapp,1.0
12/12/20 12:42,Breakfast & Snacks,MistaChoco 15g,Spreads,2.0,1500.0,delivered,12/14/20 10:24,Wholesale,Whatsapp,3000.0
12/12/20 16:30,Breakfast & Snacks,Nestle Golden Morn,Cereal,4.0,7050.0,delivered,12/14/20 10:31,General Trade,Mobile App,28200.0
12/12/20 16:30,Breakfast & Snacks,Three Crowns Milk,Milk,4.0,3750.0,delivered,12/14/20 10:31,General Trade,Mobile App,15000.0
12/13/20 17:24,Breakfast & Snacks,Nestle Golden Morn,Cereal,1.0,7450.0,delivered,12/14/20 10:41,General Trade,Whatsapp,7450.0
12/13/20 17:24,Breakfast & Snacks,Nasco Cornflakes,Cereal,3.0,2000.0,delivered,12/14/20 10:41,General Trade,Whatsapp,6000.0
12/13/20 17:24,Breakfast & Snacks,Blue Band Spread,Butter,1.0,7500.0,delivered,12/14/20 10:41,General Trade,Whatsapp,7500.0
12/12/20 10:20,Breakfast & Snacks,MistaChoco 15g,Spreads,1.0,1500.0,delivered,12/14/20 11:15,General Trade,Whatsapp,1500.0
12/12/20 10:20,Breakfast & Snacks,MistaChoco 15g,Spreads,1.0,1.0,delivered,12/14/20 11:15,General Trade,Whatsapp,1.0
12/12/20 14:17,Breakfast & Snacks,Bournvita,Chocolate Beverage,1.0,11150.0,delivered,12/14/20 11:52,General Trade,Whatsapp,11150.0
12/12/20 14:17,Breakfast & Snacks,Nestle Milo,Chocolate Beverage,1.0,9150.0,delivered,12/14/20 11:52,General Trade,Whatsapp,9150.0
12/12/20 14:17,Breakfast & Snacks,Peak Milk,Milk,1.0,1860.0,delivered,12/14/20 11:52,General Trade,Whatsapp,1860.0
12/12/20 14:17,Breakfast & Snacks,Three Crowns Milk,Milk,2.0,3750.0,delivered,12/14/20 11:52,General Trade,Whatsapp,7500.0
12/12/20 14:17,Breakfast & Snacks,Hollandia Evap. Milk,Yoghurt,2.0,2780.0,delivered,12/14/20 11:52,General Trade,Whatsapp,5560.0
12/11/20 18:16,Breakfast & Snacks,MistaChoco 15g,Spreads,1.0,1.0,delivered,12/14/20 12:17,Wholesale,Whatsapp,1.0
12/11/20 18:16,Breakfast & Snacks,MistaChoco 15g,Spreads,1.0,1500.0,delivered,12/14/20 12:17,Wholesale,Whatsapp,1500.0
12/4/20 19:02,Breakfast & Snacks,Hollandia Evap. Milk,Yoghurt,30.0,2780.0,delivered,12/14/20 12:36,Wholesale,Mobile App,83400.0
12/4/20 19:03,Breakfast & Snacks,Hollandia Evap. Milk,Yoghurt,15.0,2080.0,delivered,12/14/20 12:36,Wholesale,Mobile App,31200.0
12/12/20 9:30,Breakfast & Snacks,Nestle Milo,Chocolate Beverage,1.0,9150.0,delivered,12/14/20 12:48,General Trade,Whatsapp,9150.0
12/12/20 9:30,Breakfast & Snacks,Nibit Cookies,Confectionary,1.0,3000.0,delivered,12/14/20 12:48,General Trade,Whatsapp,3000.0
12/12/20 9:30,Breakfast & Snacks,Dano Cool Cow,Milk,2.0,6750.0,delivered,12/14/20 12:48,General Trade,Whatsapp,13500.0
12/12/20 9:30,Breakfast & Snacks,Nasco Biscuit,Biscuits,2.0,3300.0,delivered,12/14/20 12:48,General Trade,Whatsapp,6600.0
12/12/20 9:52,Breakfast & Snacks,MistaChoco 15g,Spreads,1.0,1.0,delivered,12/14/20 13:01,General Trade,Whatsapp,1.0
12/12/20 9:52,Breakfast & Snacks,MistaChoco 15g,Spreads,1.0,1500.0,delivered,12/14/20 13:01,General Trade,Whatsapp,1500.0
12/13/20 11:52,Breakfast & Snacks,Three Crowns Milk,Milk,2.0,3750.0,delivered,12/14/20 13:18,General Trade,Mobile App,7500.0
12/13/20 11:52,Breakfast & Snacks,Peak Milk,Milk,1.0,14700.0,delivered,12/14/20 13:18,General Trade,Mobile App,14700.0
12/13/20 11:52,Breakfast & Snacks,Dano Cool Cow,Milk,2.0,6750.0,delivered,12/14/20 13:18,General Trade,Mobile App,13500.0
12/11/20 22:39,Breakfast & Snacks,Nibit Cookies,Confectionary,10.0,3000.0,delivered,12/14/20 14:29,General Trade,Mobile App,30000.0
12/11/20 22:39,Breakfast & Snacks,Nibit Cookies,Confectionary,10.0,3000.0,delivered,12/14/20 14:29,General Trade,Mobile App,30000.0
12/12/20 17:00,Breakfast & Snacks,Dano Cool Cow,Milk,5.0,6750.0,delivered,12/14/20 15:07,Wholesale,Mobile App,33750.0
12/12/20 9:59,Breakfast & Snacks,Peak Milk,Milk,1.0,3750.0,delivered,12/14/20 16:28,General Trade,Whatsapp,3750.0
12/12/20 9:59,Breakfast & Snacks,Three Crowns Milk,Milk,1.0,3750.0,delivered,12/14/20 16:28,General Trade,Whatsapp,3750.0
12/12/20 9:59,Breakfast & Snacks,Dangote Sugar,Sugar,1.0,4200.0,delivered,12/14/20 16:28,General Trade,Whatsapp,4200.0
12/12/20 16:10,Breakfast & Snacks,MistaChoco 15g,Spreads,1.0,1.0,delivered,12/14/20 16:39,General Trade,Whatsapp,1.0
12/12/20 16:10,Breakfast & Snacks,MistaChoco 15g,Spreads,1.0,1500.0,delivered,12/14/20 16:39,General Trade,Whatsapp,1500.0
12/13/20 17:52,Breakfast & Snacks,Cowbell Milk,Milk,2.0,8500.0,delivered,12/14/20 17:15,General Trade,Mobile App,17000.0
12/13/20 17:52,Breakfast & Snacks,Cowbell Milk,Milk,1.0,7800.0,delivered,12/14/20 17:15,General Trade,Mobile App,7800.0
12/13/20 17:52,Breakfast & Snacks,Dano Full Cream,Milk,1.0,23680.0,delivered,12/14/20 17:15,General Trade,Mobile App,23680.0
12/11/20 19:21,Breakfast & Snacks,Hollandia Evap. Milk,Yoghurt,11.0,4200.0,delivered,12/14/20 17:22,Wholesale,Mobile App,46200.0
12/11/20 19:21,Breakfast & Snacks,Nestle Golden Morn,Cereal,5.0,7450.0,delivered,12/14/20 17:22,Wholesale,Mobile App,37250.0
12/12/20 11:24,Breakfast & Snacks,Hollandia Evap. Milk,Yoghurt,10.0,2780.0,delivered,12/14/20 17:22,Wholesale,Mobile App,27800.0
12/12/20 11:18,Breakfast & Snacks,Dano Full Cream,Milk,1.0,23680.0,delivered,12/14/20 17:43,General Trade,Mobile App,23680.0
12/12/20 11:18,Breakfast & Snacks,Dano Cool Cow,Milk,1.0,8500.0,delivered,12/14/20 17:43,General Trade,Mobile App,8500.0
12/12/20 11:18,Breakfast & Snacks,Three Crowns Milk,Milk,1.0,3750.0,delivered,12/14/20 17:43,General Trade,Mobile App,3750.0
12/12/20 10:45,Breakfast & Snacks,Hollandia Evap. Milk,Yoghurt,1.0,2780.0,delivered,12/14/20 18:05,General Trade,Whatsapp,2780.0
12/12/20 10:45,Breakfast & Snacks,Peak Milk,Milk,1.0,10650.0,delivered,12/14/20 18:05,General Trade,Whatsapp,10650.0
12/12/20 10:45,Breakfast & Snacks,MistaChoco 15g,Spreads,1.0,1.0,delivered,12/14/20 18:05,General Trade,Whatsapp,1.0
12/12/20 10:45,Breakfast & Snacks,MistaChoco 15g,Spreads,2.0,1500.0,delivered,12/14/20 18:05,General Trade,Whatsapp,3000.0
12/12/20 10:00,Breakfast & Snacks,Nestle Milo,Chocolate Beverage,2.0,9150.0,delivered,12/14/20 19:06,General Trade,Whatsapp,18300.0
12/12/20 10:00,Breakfast & Snacks,Peak Milk,Milk,1.0,10650.0,delivered,12/14/20 19:06,General Trade,Whatsapp,10650.0
12/12/20 10:00,Breakfast & Snacks,Hollandia Evap. Milk,Yoghurt,5.0,2080.0,delivered,12/14/20 19:06,General Trade,Whatsapp,10400.0
12/12/20 10:00,Breakfast & Snacks,MistaChoco 15g,Spreads,1.0,1.0,delivered,12/14/20 19:06,General Trade,Whatsapp,1.0
12/12/20 10:00,Breakfast & Snacks,MistaChoco 15g,Spreads,5.0,1500.0,delivered,12/14/20 19:06,General Trade,Whatsapp,7500.0
12/13/20 16:52,Breakfast & Snacks,Nasco Cornflakes,Cereal,10.0,2000.0,delivered,12/14/20 22:21,General Trade,Whatsapp,20000.0
12/13/20 16:52,Breakfast & Snacks,Nasco Cornflakes,Cereal,20.0,700.0,delivered,12/14/20 22:21,General Trade,Whatsapp,14000.0
12/13/20 17:16,Breakfast & Snacks,Nestle Milo,Chocolate Beverage,10.0,9150.0,delivered,12/14/20 22:21,General Trade,Whatsapp,91500.0
12/12/20 10:58,Breakfast & Snacks,Peak Milk,Milk,2.0,12400.0,delivered,12/15/20 5:40,Wholesale,Web App,24800.0
12/12/20 10:58,Breakfast & Snacks,Hollandia Evap. Milk,Yoghurt,20.0,2080.0,delivered,12/15/20 5:40,Wholesale,Web App,41600.0
12/12/20 11:01,Breakfast & Snacks,Hollandia Evap. Milk,Yoghurt,50.0,2080.0,delivered,12/15/20 5:40,Wholesale,Web App,104000.0
12/12/20 14:36,Breakfast & Snacks,Hollandia Evap. Milk,Yoghurt,5.0,3180.0,delivered,12/15/20 5:40,Wholesale,Web App,15900.0
12/12/20 14:36,Breakfast & Snacks,Hollandia Evap. Milk,Yoghurt,10.0,2080.0,delivered,12/15/20 5:40,Wholesale,Web App,20800.0
12/14/20 16:04,Breakfast & Snacks,Bournvita,Chocolate Beverage,1.0,9050.0,delivered,12/15/20 9:02,General Trade,Whatsapp,9050.0
12/14/20 7:17,Breakfast & Snacks,Peak Milk,Milk,1.0,10650.0,delivered,12/15/20 11:35,General Trade,Whatsapp,10650.0
12/14/20 7:17,Breakfast & Snacks,Nestle Golden Morn,Cereal,1.0,7050.0,delivered,12/15/20 11:35,General Trade,Whatsapp,7050.0
12/14/20 7:17,Breakfast & Snacks,Hollandia Evap. Milk,Yoghurt,1.0,2780.0,delivered,12/15/20 11:35,General Trade,Whatsapp,2780.0
12/14/20 7:17,Breakfast & Snacks,Dano Cool Cow,Milk,1.0,6750.0,delivered,12/15/20 11:35,General Trade,Whatsapp,6750.0
12/14/20 7:17,Breakfast & Snacks,Infinity  Cornflakes,Cereal,1.0,1550.0,delivered,12/15/20 11:35,General Trade,Whatsapp,1550.0
12/11/20 18:26,Breakfast & Snacks,Nestle Milo,Chocolate Beverage,1.0,9150.0,delivered,12/15/20 12:26,General Trade,USSD,9150.0
12/11/20 18:26,Breakfast & Snacks,Dano Cool Cow,Milk,1.0,6750.0,delivered,12/15/20 12:26,General Trade,USSD,6750.0
12/14/20 15:08,Breakfast & Snacks,Nestle Golden Morn,Cereal,1.0,7450.0,delivered,12/15/20 13:20,General Trade,Whatsapp,7450.0
12/14/20 15:08,Breakfast & Snacks,Dangote Sugar,Sugar,1.0,4200.0,delivered,12/15/20 13:20,General Trade,Whatsapp,4200.0
12/14/20 16:27,Breakfast & Snacks,Loya Milk,Milk,1.0,11000.0,delivered,12/15/20 13:20,General Trade,Whatsapp,11000.0
12/14/20 16:39,Breakfast & Snacks,Peak Milk,Milk,1.0,12400.0,delivered,12/15/20 13:47,General Trade,Whatsapp,12400.0
12/14/20 16:39,Breakfast & Snacks,Dano Cool Cow,Milk,1.0,6750.0,delivered,12/15/20 13:47,General Trade,Whatsapp,6750.0
12/14/20 8:42,Breakfast & Snacks,Dano Cool Cow,Milk,4.0,6750.0,delivered,12/15/20 13:47,General Trade,Mobile App,27000.0
12/14/20 8:42,Breakfast & Snacks,Nestle Golden Morn,Cereal,2.0,7050.0,delivered,12/15/20 13:47,General Trade,Mobile App,14100.0
12/14/20 8:42,Breakfast & Snacks,Nestle Milo,Chocolate Beverage,2.0,13600.0,delivered,12/15/20 13:47,General Trade,Mobile App,27200.0
12/14/20 8:42,Breakfast & Snacks,Nestle Milo,Chocolate Beverage,2.0,9150.0,delivered,12/15/20 13:47,General Trade,Mobile App,18300.0
12/14/20 8:42,Breakfast & Snacks,Peak Milk,Milk,4.0,10650.0,delivered,12/15/20 13:47,General Trade,Mobile App,42600.0
12/14/20 8:51,Breakfast & Snacks,Hollandia Evap. Milk,Yoghurt,2.0,2780.0,delivered,12/15/20 13:47,General Trade,Mobile App,5560.0
12/14/20 8:51,Breakfast & Snacks,Peak Milk,Milk,1.0,12400.0,delivered,12/15/20 13:47,General Trade,Mobile App,12400.0
12/14/20 8:51,Breakfast & Snacks,Peak Milk,Milk,1.0,1860.0,delivered,12/15/20 13:47,General Trade,Mobile App,1860.0
12/14/20 15:41,Breakfast & Snacks,Peak Milk,Milk,5.0,10650.0,delivered,12/15/20 14:24,General Trade,Mobile App,53250.0
12/14/20 0:20,Breakfast & Snacks,Nestle Golden Morn,Cereal,1.0,7450.0,delivered,12/15/20 14:42,Modern Trade,Mobile App,7450.0
12/14/20 0:20,Breakfast & Snacks,Bama Mayonnaise,Spreads,1.0,14900.0,delivered,12/15/20 14:42,Modern Trade,Mobile App,14900.0
12/14/20 15:01,Breakfast & Snacks,MistaChoco 15g,Spreads,1.0,1500.0,delivered,12/15/20 14:42,Modern Trade,Whatsapp,1500.0
12/14/20 15:01,Breakfast & Snacks,MistaChoco 15g,Spreads,1.0,1.0,delivered,12/15/20 14:42,Modern Trade,Whatsapp,1.0
12/14/20 16:42,Breakfast & Snacks,Nasco Cornflakes,Cereal,3.0,2000.0,delivered,12/15/20 14:55,General Trade,Whatsapp,6000.0
12/14/20 15:10,Breakfast & Snacks,Dano Cool Cow,Milk,4.0,6750.0,delivered,12/15/20 15:03,General Trade,Whatsapp,27000.0
12/14/20 15:10,Breakfast & Snacks,Hollandia Evap. Milk,Yoghurt,4.0,2780.0,delivered,12/15/20 15:03,General Trade,Whatsapp,11120.0
12/14/20 15:10,Breakfast & Snacks,Cowbell Milk,Milk,1.0,7800.0,delivered,12/15/20 15:03,General Trade,Whatsapp,7800.0
12/14/20 15:45,Breakfast & Snacks,Nestle Golden Morn,Cereal,5.0,7050.0,delivered,12/15/20 15:49,General Trade,Mobile App,35250.0
12/14/20 14:29,Breakfast & Snacks,Peak Milk,Milk,1.0,1860.0,delivered,12/15/20 16:51,General Trade,Whatsapp,1860.0
12/14/20 14:29,Breakfast & Snacks,Nasco Cornflakes,Cereal,1.0,6100.0,delivered,12/15/20 16:51,General Trade,Whatsapp,6100.0
12/14/20 14:29,Breakfast & Snacks,Nasco Cornflakes,Cereal,1.0,2000.0,delivered,12/15/20 16:51,General Trade,Whatsapp,2000.0
12/14/20 14:29,Breakfast & Snacks,Infinity  Cornflakes,Cereal,2.0,1550.0,delivered,12/15/20 16:51,General Trade,Whatsapp,3100.0
12/14/20 7:16,Breakfast & Snacks,Nestle Milo,Chocolate Beverage,3.0,9150.0,delivered,12/15/20 17:15,General Trade,Whatsapp,27450.0
12/14/20 7:16,Breakfast & Snacks,Dano Cool Cow,Milk,1.0,6750.0,delivered,12/15/20 17:15,General Trade,Whatsapp,6750.0
12/14/20 7:16,Breakfast & Snacks,Dangote Sugar,Sugar,1.0,4200.0,delivered,12/15/20 17:15,General Trade,Whatsapp,4200.0
12/12/20 9:38,Breakfast & Snacks,Dano Cool Cow,Milk,1.0,6750.0,delivered,12/15/20 17:18,General Trade,Whatsapp,6750.0
12/14/20 16:53,Breakfast & Snacks,MistaChoco 15g,Spreads,1.0,1.0,delivered,12/15/20 17:21,General Trade,Whatsapp,1.0
12/14/20 16:53,Breakfast & Snacks,MistaChoco 15g,Spreads,1.0,1500.0,delivered,12/15/20 17:21,General Trade,Whatsapp,1500.0
12/14/20 16:09,Breakfast & Snacks,MistaChoco 15g,Spreads,1.0,1500.0,delivered,12/15/20 18:27,General Trade,Whatsapp,1500.0
12/14/20 16:09,Breakfast & Snacks,MistaChoco 15g,Spreads,1.0,1.0,delivered,12/15/20 18:27,General Trade,Whatsapp,1.0
12/14/20 15:14,Breakfast & Snacks,MistaChoco 15g,Spreads,1.0,1500.0,delivered,12/15/20 18:33,General Trade,Whatsapp,1500.0
12/14/20 15:14,Breakfast & Snacks,MistaChoco 15g,Spreads,1.0,1.0,delivered,12/15/20 18:33,General Trade,Whatsapp,1.0
12/12/20 18:49,Breakfast & Snacks,Dano Cool Cow,Milk,5.0,6750.0,delivered,12/15/20 18:44,Wholesale,Mobile App,33750.0
12/12/20 13:18,Breakfast & Snacks,Three Crowns Milk,Milk,10.0,3750.0,delivered,12/15/20 18:44,Wholesale,Whatsapp,37500.0
12/14/20 15:29,Breakfast & Snacks,Dano Cool Cow,Milk,1.0,6750.0,delivered,12/15/20 22:29,General Trade,Mobile App,6750.0
12/14/20 15:29,Breakfast & Snacks,Nasco Cornflakes,Cereal,1.0,2000.0,delivered,12/15/20 22:29,General Trade,Mobile App,2000.0
12/14/20 15:29,Breakfast & Snacks,Blue Band Spread,Butter,1.0,10500.0,delivered,12/15/20 22:29,General Trade,Mobile App,10500.0
12/15/20 12:02,Breakfast & Snacks,Nestle Golden Morn,Cereal,2.0,7450.0,delivered,12/16/20 9:35,General Trade,Whatsapp,14900.0
12/15/20 12:02,Breakfast & Snacks,Nestle Golden Morn,Cereal,1.0,7050.0,delivered,12/16/20 9:35,General Trade,Whatsapp,7050.0
12/15/20 12:02,Breakfast & Snacks,Cowbell Milk,Milk,1.0,8500.0,delivered,12/16/20 9:35,General Trade,Whatsapp,8500.0
12/15/20 11:00,Breakfast & Snacks,Hollandia Evap. Milk,Yoghurt,1.0,2780.0,delivered,12/16/20 13:08,Wholesale,Whatsapp,2780.0
12/15/20 15:57,Breakfast & Snacks,Nestle Golden Morn,Cereal,5.0,7050.0,delivered,12/16/20 13:15,General Trade,Mobile App,35250.0
12/15/20 8:40,Breakfast & Snacks,Nestle Milo,Chocolate Beverage,10.0,9150.0,delivered,12/16/20 13:53,General Trade,Whatsapp,91500.0
12/15/20 8:40,Breakfast & Snacks,Nestle Milo,Chocolate Beverage,2.0,10050.0,delivered,12/16/20 13:53,General Trade,Whatsapp,20100.0
12/15/20 9:27,Breakfast & Snacks,Nestle Golden Morn,Cereal,5.0,7050.0,delivered,12/16/20 13:53,General Trade,Whatsapp,35250.0
12/15/20 15:10,Breakfast & Snacks,Nestle Golden Morn,Cereal,1.0,7450.0,delivered,12/16/20 14:53,General Trade,Whatsapp,7450.0
12/15/20 15:10,Breakfast & Snacks,Nestle Golden Morn,Cereal,1.0,7450.0,delivered,12/16/20 14:53,General Trade,Whatsapp,7450.0
12/15/20 15:10,Breakfast & Snacks,Nestle Golden Morn,Cereal,1.0,7050.0,delivered,12/16/20 14:53,General Trade,Whatsapp,7050.0
12/15/20 15:10,Breakfast & Snacks,Peak Milk,Milk,1.0,4550.0,delivered,12/16/20 14:53,General Trade,Whatsapp,4550.0
12/15/20 15:10,Breakfast & Snacks,Dano Cool Cow,Milk,2.0,6750.0,delivered,12/16/20 14:53,General Trade,Whatsapp,13500.0
12/15/20 9:25,Breakfast & Snacks,MistaChoco 15g,Spreads,1.0,1500.0,delivered,12/16/20 15:59,General Trade,Whatsapp,1500.0
12/15/20 9:25,Breakfast & Snacks,MistaChoco 15g,Spreads,1.0,1.0,delivered,12/16/20 15:59,General Trade,Whatsapp,1.0
12/12/20 16:29,Breakfast & Snacks,Peak Milk,Milk,5.0,10650.0,delivered,12/16/20 16:27,General Trade,Whatsapp,53250.0
